timestamp,connected_devices,upload_mbps,download_mbps,latency_ms,packet_loss_percent,bandwidth_usage_percent,throughput_mbps,congestion_level
2026-08-01 13:22:00,8,3.66,18.2,16.11,0.59,23.16,22.26,Normal
2026-08-01 13:23:00,18,4.42,23.36,18.02,0.36,27.31,28.65,Normal
2026-08-01 13:24:00,29,14.04,62.31,34.43,2.69,61.91,78.88,Moderate
2026-08-01 13:25:00,28,4.37,51.89,39.12,2.94,44.67,55.33,Moderate
2026-08-01 13:26:00,27,10.65,45.73,69.09,0.95,47.29,54.57,Moderate
2026-08-01 13:27:00,7,7.48,29.76,14.01,0.53,34.68,35.66,Normal
2026-08-01 13:28:00,73,9.72,67.94,88.2,2.53,63.67,75.63,Moderate
2026-08-01 13:29:00,23,7.11,28.25,17.58,0.31,29.73,36.87,Normal
2026-08-01 13:30:00,74,14.18,42.24,76.23,3.45,47.59,57.98,Moderate
2026-08-01 13:31:00,20,3.67,27.99,17.08,0.09,27.05,29.16,Normal
2026-08-01 13:32:00,71,15.73,60.25,61.64,2.5,64.14,75.9,Moderate
2026-08-01 13:33:00,98,26.59,73.29,168.39,5.33,81.98,99.98,High
2026-08-01 13:34:00,11,7.53,13.0,24.39,0.43,16.73,24.48,Normal
2026-08-01 13:35:00,31,11.86,88.38,61.83,1.64,85.21,100.99,Moderate
2026-08-01 13:36:00,6,5.48,36.21,19.62,0.07,34.48,42.53,Normal
2026-08-01 13:37:00,71,9.12,44.7,98.08,1.76,43.45,50.9,Moderate
2026-08-01 13:38:00,5,6.11,26.37,22.06,0.14,25.32,33.16,Normal
2026-08-01 13:39:00,76,17.58,74.56,103.41,9.66,78.74,93.52,High
2026-08-01 13:40:00,23,1.48,28.21,23.18,0.34,25.5,30.95,Normal
2026-08-01 13:41:00,140,13.51,70.16,120.08,8.41,66.99,85.05,High
2026-08-01 13:42:00,34,11.21,43.32,37.57,0.72,45.62,52.89,Moderate
2026-08-01 13:43:00,67,12.42,37.83,73.88,0.83,43.93,49.84,Moderate
2026-08-01 13:44:00,59,18.82,45.12,53.41,2.99,52.59,64.79,Moderate
2026-08-01 13:45:00,67,14.6,57.76,73.31,1.51,60.18,72.44,Moderate
2026-08-01 13:46:00,76,31.12,69.7,161.32,3.71,88.48,103.23,High
2026-08-01 13:47:00,18,7.85,30.01,18.51,0.0,32.07,34.18,Normal
2026-08-01 13:48:00,33,12.69,41.03,67.23,0.69,47.78,52.81,Moderate
2026-08-01 13:49:00,34,6.74,13.4,15.09,0.44,18.26,22.33,Normal
2026-08-01 13:50:00,54,18.57,38.18,45.21,2.23,48.26,57.27,Moderate
2026-08-01 13:51:00,6,3.31,24.7,9.9,0.52,25.64,28.38,Normal
2026-08-01 13:52:00,79,17.83,35.14,52.44,2.31,47.43,51.67,Moderate
2026-08-01 13:53:00,55,11.31,41.48,59.61,1.02,47.22,53.46,Moderate
2026-08-01 13:54:00,27,0.1,25.16,17.77,0.22,23.21,23.62,Normal
2026-08-01 13:55:00,30,4.65,19.39,15.74,0.0,21.95,21.77,Normal
2026-08-01 13:56:00,37,11.0,42.8,84.15,2.69,47.45,52.69,Moderate
2026-08-01 13:57:00,55,18.05,43.11,37.62,2.97,48.91,60.35,Moderate
2026-08-01 13:58:00,15,4.01,24.22,21.32,0.15,24.41,29.47,Normal
2026-08-01 13:59:00,64,10.79,51.27,60.27,2.5,53.6,66.19,Moderate
2026-08-01 14:00:00,67,27.61,119.06,161.96,8.76,100.0,144.66,High
2026-08-01 14:01:00,13,6.3,17.95,16.95,0.33,21.93,26.42,Normal
2026-08-01 14:02:00,25,7.27,16.64,22.64,0.0,20.26,23.28,Normal
2026-08-01 14:03:00,5,6.82,28.23,19.7,0.45,27.86,35.18,Normal
2026-08-01 14:04:00,50,12.83,52.23,29.72,1.64,53.65,65.17,Moderate
2026-08-01 14:05:00,20,5.98,20.03,11.53,0.0,23.2,25.31,Normal
2026-08-01 14:06:00,28,5.66,61.39,54.51,2.23,56.95,67.4,Moderate
2026-08-01 14:07:00,76,13.32,41.0,64.3,2.74,44.58,52.71,Moderate
2026-08-01 14:08:00,32,3.95,17.03,11.88,0.34,12.96,20.87,Normal
2026-08-01 14:09:00,149,17.5,84.59,162.0,3.8,84.51,102.15,High
2026-08-01 14:10:00,26,11.72,53.5,34.96,0.67,54.33,64.05,Moderate
2026-08-01 14:11:00,26,6.25,17.13,16.32,0.06,19.94,22.83,Normal
2026-08-01 14:12:00,7,3.66,37.03,17.56,0.41,32.91,40.64,Normal
2026-08-01 14:13:00,29,3.98,9.61,11.56,0.0,9.23,11.99,Normal
2026-08-01 14:14:00,29,3.19,26.81,16.44,0.0,25.8,29.01,Normal
2026-08-01 14:15:00,22,3.57,28.6,24.31,0.0,28.23,29.68,Normal
2026-08-01 14:16:00,82,35.7,77.6,162.27,6.9,90.37,108.91,High
2026-08-01 14:17:00,28,4.28,23.04,11.36,0.32,24.65,27.55,Normal
2026-08-01 14:18:00,32,5.02,31.83,17.31,0.57,36.33,34.89,Normal
2026-08-01 14:19:00,50,14.9,56.5,65.88,3.69,56.3,72.99,Moderate
2026-08-01 14:20:00,39,13.54,47.91,38.81,2.47,51.4,60.14,Moderate
2026-08-01 14:21:00,148,37.48,78.59,214.38,7.12,95.97,116.19,High
2026-08-01 14:22:00,66,10.89,48.05,72.68,1.52,45.96,58.87,Moderate
2026-08-01 14:23:00,8,8.88,27.63,22.33,0.67,30.9,34.82,Normal
2026-08-01 14:24:00,12,6.54,20.18,18.61,0.0,19.51,24.09,Normal
2026-08-01 14:25:00,91,38.45,87.9,192.69,2.26,100.0,129.19,High
2026-08-01 14:26:00,42,18.48,48.36,66.26,0.82,51.42,68.06,Moderate
2026-08-01 14:27:00,94,31.97,79.33,145.64,5.75,94.69,113.07,High
2026-08-01 14:28:00,14,7.16,28.99,22.4,0.37,29.66,36.34,Normal
2026-08-01 14:29:00,134,17.31,67.45,135.13,7.6,70.55,87.65,High
2026-08-01 14:30:00,69,11.84,64.95,66.92,1.78,65.27,79.44,Moderate
2026-08-01 14:31:00,28,5.32,12.48,27.89,0.25,15.92,18.69,Normal
2026-08-01 14:32:00,28,6.03,58.13,48.62,2.97,52.86,64.87,Moderate
2026-08-01 14:33:00,45,12.7,57.36,58.19,2.59,58.46,68.6,Moderate
2026-08-01 14:34:00,20,3.16,9.32,27.41,0.4,7.31,9.83,Normal
2026-08-01 14:35:00,9,8.12,21.1,16.88,0.63,25.3,29.93,Normal
2026-08-01 14:36:00,42,11.33,63.25,70.95,1.27,62.85,74.93,Moderate
2026-08-01 14:37:00,34,5.81,20.77,16.4,0.14,24.25,29.79,Normal
2026-08-01 14:38:00,21,3.51,26.55,10.89,0.56,26.91,26.65,Normal
2026-08-01 14:39:00,23,4.58,19.98,20.46,0.45,21.9,22.9,Normal
2026-08-01 14:40:00,25,4.66,11.95,26.29,0.72,11.46,18.05,Normal
2026-08-01 14:41:00,130,29.96,87.89,170.4,8.96,98.06,118.57,High
2026-08-01 14:42:00,57,14.7,29.22,60.79,2.5,37.89,41.25,Moderate
2026-08-01 14:43:00,6,5.16,38.44,17.63,0.38,34.28,47.66,Normal
2026-08-01 14:44:00,128,20.17,72.4,143.26,10.37,78.04,96.18,High
2026-08-01 14:45:00,90,41.45,77.48,130.04,5.57,100.0,115.38,High
2026-08-01 14:46:00,28,2.22,41.34,26.75,0.32,33.01,45.18,Normal
2026-08-01 14:47:00,30,16.93,69.62,57.42,2.58,70.97,85.02,Moderate
2026-08-01 14:48:00,19,6.72,7.18,25.15,0.12,11.05,14.6,Normal
2026-08-01 14:49:00,67,19.61,85.94,114.08,9.63,92.0,105.42,High
2026-08-01 14:50:00,60,19.13,40.89,67.46,2.65,48.71,62.4,Moderate
2026-08-01 14:51:00,71,12.14,50.47,38.64,1.76,52.65,65.29,Moderate
2026-08-01 14:52:00,31,8.33,9.55,17.46,0.14,11.95,17.33,Normal
2026-08-01 14:53:00,147,21.25,99.08,192.86,7.13,100.0,123.18,High
2026-08-01 14:54:00,29,6.25,27.75,20.09,0.24,26.52,37.83,Normal
2026-08-01 14:55:00,18,5.03,22.03,20.41,0.19,22.22,27.69,Normal
2026-08-01 14:56:00,28,2.8,22.08,7.59,0.33,21.78,25.85,Normal
2026-08-01 14:57:00,52,3.34,58.81,37.58,3.78,53.01,60.05,Moderate
2026-08-01 14:58:00,18,3.73,22.64,21.37,0.33,19.88,25.47,Normal
2026-08-01 14:59:00,132,15.51,85.21,159.96,13.57,85.37,103.42,High
2026-08-01 15:00:00,74,6.39,28.73,77.24,1.29,28.94,33.73,Moderate
2026-08-01 15:01:00,28,2.55,13.5,17.7,0.08,11.81,14.57,Normal
2026-08-01 15:02:00,26,4.64,20.14,21.58,0.26,21.6,24.23,Normal
2026-08-01 15:03:00,15,4.71,27.35,18.48,0.1,28.25,30.33,Normal
2026-08-01 15:04:00,41,14.4,57.46,58.69,2.63,61.71,73.74,Moderate
2026-08-01 15:05:00,26,19.93,50.79,61.43,2.57,59.43,71.29,Moderate
2026-08-01 15:06:00,7,10.69,27.61,15.75,0.32,30.94,37.41,Normal
2026-08-01 15:07:00,42,9.64,70.53,50.89,0.57,63.39,78.65,Moderate
2026-08-01 15:08:00,24,4.27,44.4,8.0,0.52,43.15,47.21,Normal
2026-08-01 15:09:00,54,9.84,48.62,55.33,2.68,47.72,58.0,Moderate
2026-08-01 15:10:00,71,15.1,80.26,158.9,2.53,80.98,94.47,High
2026-08-01 15:11:00,62,15.95,55.64,57.02,3.05,60.55,73.44,Moderate
2026-08-01 15:12:00,33,10.8,61.01,37.84,2.38,62.02,72.9,Moderate
2026-08-01 15:13:00,51,8.47,40.76,64.9,1.94,41.78,45.46,Moderate
2026-08-01 15:14:00,9,7.7,14.44,28.95,0.0,18.54,21.48,Normal
2026-08-01 15:15:00,16,4.01,36.25,15.14,0.69,35.0,39.51,Normal
2026-08-01 15:16:00,32,1.68,20.63,11.67,0.51,17.95,22.21,Normal
2026-08-01 15:17:00,19,4.56,16.01,19.81,0.55,15.48,15.32,Normal
2026-08-01 15:18:00,27,15.02,50.81,62.01,1.73,54.37,64.78,Moderate
2026-08-01 15:19:00,49,9.34,65.78,57.06,2.17,62.0,78.25,Moderate
2026-08-01 15:20:00,67,23.55,96.78,137.62,6.18,100.0,119.83,High
2026-08-01 15:21:00,19,5.47,23.85,11.25,0.06,24.08,33.61,Normal
2026-08-01 15:22:00,28,14.41,69.17,66.67,1.88,69.31,82.94,Moderate
2026-08-01 15:23:00,11,4.82,10.94,19.78,0.76,8.47,15.93,Normal
2026-08-01 15:24:00,13,6.73,43.92,13.13,0.45,39.5,49.16,Normal
2026-08-01 15:25:00,64,13.46,47.82,29.92,0.97,50.25,61.3,Moderate
2026-08-01 15:26:00,74,29.0,67.42,103.57,11.11,78.17,92.99,High
2026-08-01 15:27:00,50,21.32,57.01,62.73,2.51,63.22,78.36,Moderate
2026-08-01 15:28:00,35,2.44,12.3,20.41,0.02,9.69,15.39,Normal
2026-08-01 15:29:00,41,10.56,55.56,79.1,2.29,53.58,68.58,Moderate
2026-08-01 15:30:00,25,4.17,14.15,16.43,0.12,12.44,15.89,Normal
2026-08-01 15:31:00,76,16.61,53.92,166.96,3.0,62.36,67.79,High
2026-08-01 15:32:00,78,16.21,55.85,67.94,0.63,56.82,71.6,Moderate
2026-08-01 15:33:00,35,1.81,41.57,11.71,0.04,38.86,40.39,Normal
2026-08-01 15:34:00,17,2.36,18.19,4.58,0.24,15.83,19.92,Normal
2026-08-01 15:35:00,12,5.79,23.77,19.94,0.22,25.97,27.36,Normal
2026-08-01 15:36:00,120,29.53,92.66,95.24,3.41,99.71,120.68,High
2026-08-01 15:37:00,12,5.7,28.04,24.6,0.4,30.52,34.16,Normal
2026-08-01 15:38:00,64,20.4,52.82,59.73,1.73,62.42,71.54,Moderate
2026-08-01 15:39:00,80,12.75,66.84,77.62,0.23,66.25,79.48,Moderate
2026-08-01 15:40:00,66,12.67,80.61,51.88,2.02,76.21,89.27,Moderate
2026-08-01 15:41:00,33,3.74,29.87,13.03,0.63,29.04,36.29,Normal
2026-08-01 15:42:00,91,18.37,79.13,110.18,4.39,79.18,96.26,High
2026-08-01 15:43:00,34,5.44,9.49,19.41,0.73,13.03,13.59,Normal
2026-08-01 15:44:00,71,16.72,48.95,69.63,2.29,54.01,65.16,Moderate
2026-08-01 15:45:00,48,8.97,35.59,48.67,0.99,39.52,45.44,Moderate
2026-08-01 15:46:00,31,7.83,55.4,53.43,1.38,51.33,64.43,Moderate
2026-08-01 15:47:00,91,22.28,94.14,122.26,3.87,98.81,116.93,High
2026-08-01 15:48:00,11,7.86,39.91,16.15,0.22,38.13,48.71,Normal
2026-08-01 15:49:00,23,5.72,31.33,19.54,0.47,31.22,40.5,Normal
2026-08-01 15:50:00,20,6.94,34.07,16.07,0.3,34.89,41.4,Normal
2026-08-01 15:51:00,21,1.92,11.15,12.68,0.06,12.15,11.77,Normal
2026-08-01 15:52:00,23,2.55,23.57,15.23,0.45,20.32,27.31,Normal
2026-08-01 15:53:00,32,9.4,23.29,17.89,0.13,27.43,32.34,Normal
2026-08-01 15:54:00,15,2.11,21.75,12.22,0.26,18.75,23.53,Normal
2026-08-01 15:55:00,5,5.12,20.58,23.34,0.28,20.34,26.5,Normal
2026-08-01 15:56:00,29,6.73,25.01,22.28,0.45,26.94,31.54,Normal
2026-08-01 15:57:00,51,9.74,64.76,48.57,2.16,60.44,75.33,Moderate
2026-08-01 15:58:00,44,1.92,50.87,54.71,1.86,46.83,52.48,Moderate
2026-08-01 15:59:00,17,3.35,12.27,2.33,0.18,12.0,14.83,Normal
2026-08-01 16:00:00,15,5.16,28.88,15.78,0.56,26.73,34.0,Normal
2026-08-01 16:01:00,23,4.12,8.27,22.53,0.87,8.79,12.51,Normal
2026-08-01 16:02:00,82,4.18,58.62,66.26,2.74,51.89,63.67,Moderate
2026-08-01 16:03:00,20,5.34,26.52,13.33,0.76,28.1,31.16,Normal
2026-08-01 16:04:00,31,7.94,32.21,18.18,0.44,32.17,41.27,Normal
2026-08-01 16:05:00,8,3.38,26.38,14.35,0.58,23.39,31.71,Normal
2026-08-01 16:06:00,7,6.47,16.84,12.0,0.39,19.24,24.79,Normal
2026-08-01 16:07:00,10,4.39,30.08,16.72,0.06,27.19,36.51,Normal
2026-08-01 16:08:00,83,7.74,51.14,48.86,3.24,47.05,59.28,Moderate
2026-08-01 16:09:00,58,12.27,55.66,109.81,2.26,59.45,67.17,Moderate
2026-08-01 16:10:00,33,22.97,53.13,56.26,0.44,66.33,75.31,Moderate
2026-08-01 16:11:00,54,8.81,56.51,47.72,1.5,57.11,66.04,Moderate
2026-08-01 16:12:00,66,6.34,57.47,38.08,2.48,52.73,61.12,Moderate
2026-08-01 16:13:00,7,2.72,24.43,11.85,0.28,24.75,28.17,Normal
2026-08-01 16:14:00,58,9.27,52.88,41.94,1.54,52.47,62.97,Moderate
2026-08-01 16:15:00,29,3.43,5.2,25.23,0.32,11.9,5.8,Normal
2026-08-01 16:16:00,29,5.8,25.07,15.79,0.12,27.73,35.12,Normal
2026-08-01 16:17:00,32,15.88,61.86,42.95,3.15,65.35,76.06,Moderate
2026-08-01 16:18:00,11,5.64,5.67,13.15,0.0,13.66,12.39,Normal
2026-08-01 16:19:00,18,4.49,33.12,18.05,0.52,30.65,39.85,Normal
2026-08-01 16:20:00,25,15.77,55.61,56.0,1.89,61.9,74.14,Moderate
2026-08-01 16:21:00,118,36.03,87.73,131.47,11.06,100.0,124.85,High
2026-08-01 16:22:00,123,26.93,73.73,158.9,11.88,85.69,99.32,High
2026-08-01 16:23:00,6,6.41,31.3,12.23,0.65,32.62,40.17,Normal
2026-08-01 16:24:00,13,4.84,23.81,21.84,0.31,21.78,26.95,Normal
2026-08-01 16:25:00,26,14.11,42.98,57.6,2.19,46.32,58.09,Moderate
2026-08-01 16:26:00,35,4.13,19.86,20.89,0.0,21.96,22.41,Normal
2026-08-01 16:27:00,29,18.59,31.15,80.67,1.67,43.69,50.32,Moderate
2026-08-01 16:28:00,35,6.74,14.79,13.97,0.18,18.62,19.93,Normal
2026-08-01 16:29:00,28,4.63,31.26,10.37,0.03,33.6,36.68,Normal
2026-08-01 16:30:00,27,6.53,18.9,16.56,0.21,24.01,23.52,Normal
2026-08-01 16:31:00,36,16.99,21.53,51.04,1.63,30.67,41.9,Moderate
2026-08-01 16:32:00,21,5.83,20.96,15.35,0.0,24.88,25.05,Normal
2026-08-01 16:33:00,11,5.9,22.6,16.43,0.14,23.37,31.86,Normal
2026-08-01 16:34:00,23,3.56,30.77,14.43,0.3,29.12,34.32,Normal
2026-08-01 16:35:00,13,5.67,38.73,3.73,0.38,37.09,44.48,Normal
2026-08-01 16:36:00,34,4.89,21.77,21.68,0.16,28.27,24.77,Normal
2026-08-01 16:37:00,25,13.5,43.41,35.57,2.1,46.54,55.04,Moderate
2026-08-01 16:38:00,34,6.14,25.78,7.37,0.76,29.65,29.53,Normal
2026-08-01 16:39:00,43,15.89,64.26,45.18,2.14,66.85,79.2,Moderate
2026-08-01 16:40:00,123,31.85,57.54,142.16,5.79,75.21,88.27,High
2026-08-01 16:41:00,33,0.49,14.85,20.44,0.43,10.49,14.94,Normal
2026-08-01 16:42:00,26,2.95,10.28,13.5,0.51,10.13,12.5,Normal
2026-08-01 16:43:00,34,14.76,75.46,63.08,1.67,70.81,89.03,Moderate
2026-08-01 16:44:00,32,4.64,25.59,17.18,0.48,24.01,27.12,Normal
2026-08-01 16:45:00,12,8.54,12.91,23.25,0.0,17.61,18.43,Normal
2026-08-01 16:46:00,139,37.61,66.11,155.94,8.19,87.88,102.34,High
2026-08-01 16:47:00,132,22.02,77.43,166.39,2.93,83.24,102.65,High
2026-08-01 16:48:00,25,8.38,39.09,40.57,2.23,38.64,47.61,Moderate
2026-08-01 16:49:00,16,2.47,13.89,17.71,0.18,16.72,14.98,Normal
2026-08-01 16:50:00,48,10.33,67.24,61.67,1.95,67.5,74.18,Moderate
2026-08-01 16:51:00,71,16.73,50.38,46.72,1.85,58.4,65.38,Moderate
2026-08-01 16:52:00,21,7.72,24.94,24.94,0.49,25.82,29.81,Normal
2026-08-01 16:53:00,50,16.64,39.95,60.56,0.75,44.17,56.21,Moderate
2026-08-01 16:54:00,20,6.06,8.76,20.27,0.78,11.5,16.51,Normal
2026-08-01 16:55:00,20,2.2,28.54,12.23,0.38,25.55,26.43,Normal
2026-08-01 16:56:00,8,2.84,22.81,20.55,0.3,21.39,28.46,Normal
2026-08-01 16:57:00,27,4.51,15.85,9.93,0.4,21.9,21.54,Normal
2026-08-01 16:58:00,35,3.85,19.86,19.27,0.4,21.93,23.6,Normal
2026-08-01 16:59:00,39,17.93,44.6,66.08,1.99,56.96,61.9,Moderate
2026-08-01 17:00:00,102,18.75,85.58,207.5,9.22,87.96,102.97,High
2026-08-01 17:01:00,76,10.42,55.09,69.37,2.35,54.51,65.94,Moderate
2026-08-01 17:02:00,50,13.3,54.75,48.38,3.52,57.56,65.95,Moderate
2026-08-01 17:03:00,143,36.32,78.16,113.38,5.16,96.04,112.53,High
2026-08-01 17:04:00,19,0.7,18.17,19.44,0.17,17.89,15.89,Normal
2026-08-01 17:05:00,24,6.59,11.54,13.79,0.7,13.09,19.63,Normal
2026-08-01 17:06:00,27,4.48,26.84,16.98,0.62,26.28,29.82,Normal
2026-08-01 17:07:00,19,6.62,29.64,17.04,0.23,28.1,32.78,Normal
2026-08-01 17:08:00,54,13.37,50.35,73.59,0.93,53.48,63.25,Moderate
2026-08-01 17:09:00,11,7.86,16.37,23.45,0.37,17.19,27.82,Normal
2026-08-01 17:10:00,8,3.17,24.93,19.8,0.02,25.53,29.48,Normal
2026-08-01 17:11:00,5,1.29,24.18,12.2,0.44,15.84,25.52,Normal
2026-08-01 17:12:00,29,3.36,23.09,23.97,0.13,22.76,25.08,Normal
2026-08-01 17:13:00,139,35.37,103.37,157.59,8.16,100.0,140.32,High
2026-08-01 17:14:00,17,6.29,19.55,13.6,0.38,22.53,25.38,Normal
2026-08-01 17:15:00,32,0.1,22.94,19.07,0.46,19.0,23.94,Normal
2026-08-01 17:16:00,15,5.88,24.49,24.27,0.39,20.43,28.57,Normal
2026-08-01 17:17:00,27,6.52,18.18,15.88,0.5,23.16,25.0,Normal
2026-08-01 17:18:00,39,15.53,57.61,80.52,0.46,62.65,72.22,Moderate
2026-08-01 17:19:00,21,5.48,34.37,16.24,0.49,32.49,41.58,Normal
2026-08-01 17:20:00,18,8.78,31.44,22.46,0.31,34.64,40.12,Normal
2026-08-01 17:21:00,22,5.38,21.07,11.65,0.62,21.18,24.17,Normal
2026-08-01 17:22:00,40,10.89,75.89,48.01,1.5,66.69,90.1,Moderate
2026-08-01 17:23:00,40,26.66,39.97,66.86,1.0,55.65,66.54,Moderate
2026-08-01 17:24:00,60,14.94,74.07,49.9,2.71,72.11,87.62,Moderate
2026-08-01 17:25:00,37,5.17,30.88,44.55,0.94,27.65,36.68,Moderate
2026-08-01 17:26:00,36,10.64,39.47,48.92,3.37,43.52,48.89,Moderate
2026-08-01 17:27:00,19,4.92,21.85,12.99,0.29,22.64,25.23,Normal
2026-08-01 17:28:00,21,6.98,14.44,20.56,0.19,17.69,21.72,Normal
2026-08-01 17:29:00,25,5.14,15.06,14.27,0.06,16.12,16.95,Normal
2026-08-01 17:30:00,28,10.04,16.44,23.31,0.63,25.78,28.07,Normal
2026-08-01 17:31:00,64,0.2,42.56,51.31,2.5,36.18,43.06,Moderate
2026-08-01 17:32:00,33,6.6,25.06,12.36,0.03,26.58,34.88,Normal
2026-08-01 17:33:00,83,9.89,44.52,48.26,1.36,42.34,51.85,Moderate
2026-08-01 17:34:00,71,31.75,74.88,155.26,7.66,88.62,105.15,High
2026-08-01 17:35:00,17,6.43,24.89,17.44,0.57,27.69,31.34,Normal
2026-08-01 17:36:00,142,25.88,60.25,170.39,8.44,71.08,86.97,High
2026-08-01 17:37:00,58,15.76,42.32,64.4,1.5,46.63,60.3,Moderate
2026-08-01 17:38:00,68,30.08,101.64,132.47,7.72,100.0,132.03,High
2026-08-01 17:39:00,26,4.9,14.75,15.86,0.36,15.73,21.91,Normal
2026-08-01 17:40:00,5,4.35,24.6,17.06,0.23,19.64,33.43,Normal
2026-08-01 17:41:00,14,4.99,18.89,13.31,0.52,19.81,25.51,Normal
2026-08-01 17:42:00,24,4.79,21.1,17.53,0.25,23.09,26.4,Normal
2026-08-01 17:43:00,5,2.9,12.16,7.51,0.52,13.56,15.56,Normal
2026-08-01 17:44:00,110,19.74,103.42,150.89,9.14,100.0,121.18,High
2026-08-01 17:45:00,39,27.29,54.15,62.52,3.45,68.6,83.85,Moderate
2026-08-01 17:46:00,26,2.0,30.48,27.61,0.35,26.39,27.18,Normal
2026-08-01 17:47:00,31,4.53,27.23,22.29,0.09,26.32,29.15,Normal
2026-08-01 17:48:00,24,7.45,19.21,12.9,0.38,19.11,26.8,Normal
2026-08-01 17:49:00,32,5.02,11.45,29.89,0.44,7.51,13.02,Normal
2026-08-01 17:50:00,83,31.99,80.85,114.17,7.88,93.13,114.53,High
2026-08-01 17:51:00,19,5.05,18.59,21.26,0.3,18.78,25.59,Normal
2026-08-01 17:52:00,31,3.79,37.82,14.59,0.28,33.9,41.74,Normal
2026-08-01 17:53:00,38,12.8,51.79,60.62,0.0,53.53,68.35,Moderate
2026-08-01 17:54:00,21,4.06,10.98,13.97,0.67,14.04,13.86,Normal
2026-08-01 17:55:00,10,4.09,16.8,16.53,0.62,14.78,17.11,Normal
2026-08-01 17:56:00,62,8.94,38.95,33.78,1.34,37.87,43.86,Moderate
2026-08-01 17:57:00,39,15.02,66.41,60.81,1.1,65.57,78.35,Moderate
2026-08-01 17:58:00,94,30.32,92.42,167.07,5.16,100.0,122.78,High
2026-08-01 17:59:00,25,23.19,49.59,31.57,1.79,57.71,75.19,Moderate
2026-08-01 18:00:00,28,4.55,17.77,8.42,0.45,19.62,23.65,Normal
2026-08-01 18:01:00,74,13.43,41.56,44.51,1.7,46.01,59.3,Moderate
2026-08-01 18:02:00,94,14.54,84.16,103.03,4.4,84.13,97.81,High
2026-08-01 18:03:00,77,15.61,58.94,41.52,1.51,60.87,75.1,Moderate
2026-08-01 18:04:00,145,21.56,87.3,152.91,10.98,93.07,108.51,High
2026-08-01 18:05:00,27,5.66,58.71,41.47,1.25,53.47,62.67,Moderate
2026-08-01 18:06:00,132,26.16,97.06,129.4,1.79,100.0,123.36,High
2026-08-01 18:07:00,20,9.21,23.46,25.44,0.5,26.2,30.75,Normal
2026-08-01 18:08:00,31,15.5,42.7,63.35,1.02,48.7,60.59,Moderate
2026-08-01 18:09:00,5,4.9,8.17,19.69,0.54,12.54,12.39,Normal
2026-08-01 18:10:00,58,5.92,36.22,74.84,3.08,38.11,42.79,Moderate
2026-08-01 18:11:00,49,16.42,64.68,44.33,3.56,66.81,82.17,Moderate
2026-08-01 18:12:00,69,12.3,85.08,169.49,4.62,80.11,98.13,High
2026-08-01 18:13:00,112,18.7,78.83,139.36,11.72,81.98,100.3,High
2026-08-01 18:14:00,12,7.26,28.75,13.02,0.28,32.26,32.37,Normal
2026-08-01 18:15:00,55,13.4,76.78,26.12,2.55,73.82,88.37,Moderate
2026-08-01 18:16:00,51,10.56,55.05,48.26,2.11,52.46,64.8,Moderate
2026-08-01 18:17:00,17,5.68,19.34,16.93,0.0,15.37,27.0,Normal
2026-08-01 18:18:00,5,5.3,17.04,21.37,0.58,19.79,20.91,Normal
2026-08-01 18:19:00,22,1.58,23.57,29.4,0.0,21.73,25.98,Normal
2026-08-01 18:20:00,60,17.14,46.07,34.59,1.94,51.31,62.07,Moderate
2026-08-01 18:21:00,20,7.15,25.43,15.94,0.5,25.37,32.68,Normal
2026-08-01 18:22:00,113,19.12,78.41,160.0,7.59,77.97,94.35,High
2026-08-01 18:23:00,14,3.37,25.4,19.81,0.5,21.15,26.22,Normal
2026-08-01 18:24:00,95,26.46,81.99,130.33,4.67,88.0,107.43,High
2026-08-01 18:25:00,32,3.45,29.07,24.56,0.2,26.24,30.43,Normal
2026-08-01 18:26:00,72,12.15,50.55,70.37,0.3,53.89,65.02,Moderate
2026-08-01 18:27:00,19,4.89,32.02,24.08,0.0,29.22,38.34,Normal
2026-08-01 18:28:00,84,13.03,38.51,45.64,2.34,38.69,47.92,Moderate
2026-08-01 18:29:00,85,17.52,68.47,42.26,2.0,72.49,88.03,Moderate
2026-08-01 18:30:00,128,18.89,95.14,146.09,6.96,94.24,113.48,High
2026-08-01 18:31:00,35,13.17,52.87,42.27,2.72,54.6,64.09,Moderate
2026-08-01 18:32:00,27,0.76,24.86,23.35,0.13,20.4,28.07,Normal
2026-08-01 18:33:00,21,8.83,21.61,16.34,0.61,26.19,30.51,Normal
2026-08-01 18:34:00,35,3.63,28.78,12.1,0.14,26.57,32.61,Normal
2026-08-01 18:35:00,12,7.61,27.68,12.14,0.12,33.47,32.42,Normal
2026-08-01 18:36:00,71,6.3,57.76,57.98,2.46,55.53,63.55,Moderate
2026-08-01 18:37:00,80,8.26,79.74,42.67,1.21,75.42,91.22,Moderate
2026-08-01 18:38:00,82,8.92,52.44,71.35,1.66,52.35,60.84,Moderate
2026-08-01 18:39:00,76,22.36,79.74,145.37,8.99,86.25,105.39,High
2026-08-01 18:40:00,63,9.46,49.6,67.81,2.15,48.56,56.22,Moderate
2026-08-01 18:41:00,59,10.45,51.01,80.23,2.43,51.74,64.2,Moderate
2026-08-01 18:42:00,17,5.02,14.51,18.08,0.0,15.63,18.45,Normal
2026-08-01 18:43:00,13,5.92,25.31,14.51,0.42,20.29,30.87,Normal
2026-08-01 18:44:00,40,4.59,64.95,59.69,3.43,57.95,68.02,Moderate
